symbol,name,current_price,market_cap,pe_ratio,pb_ratio,roe,eps,book_value,beta,peg_ratio,roa,debt_to_equity,current_ratio,quick_ratio,revenue_growth,earnings_growth,operating_margin,net_margin,profit_margin,dividend_yield,volume,sector,market_cap_category,last_updated
NSE:SUNDARMHLD-EQ,SUNDARAM FINANCE HOLD LTD,563.85,112770.0,16.7,1.2,13.4,,,1.33,,,0.92,,,,,,,,3.48,178851,Technology,large_cap,2025-09-28 08:29:55.337490
NSE:SCI-EQ,SHIPPING CORP OF INDIA LT,225.45,112725.0,18.23,1.74,13.37,,,1.33,,,1.14,,,,,,,,2.78,3284646,Technology,large_cap,2025-09-28 09:18:57.764167
NSE:APEX-EQ,APEX FROZEN FOODS LIMITED,225.25,112625.0,11.83,1.34,17.8,,,1.21,,,1.01,,,,,,,,2.32,48541,Technology,large_cap,2025-09-28 08:30:23.622756
NSE:ORIENTCEM-EQ,ORIENT CEMENT LTD.,225.01,112505.0,16.86,1.02,13.64,,,1.46,,,0.93,,,,,,,,3.04,512955,Technology,large_cap,2025-09-28 08:23:37.796453
NSE:BANKBEES-EQ,NIP IND ETF BANK BEES,562.02,112404.0,10.37,2.51,17.15,,,1.33,,,1.01,,,,,,,,2.48,528944,Technology,large_cap,2025-09-28 08:23:37.661498
NSE:BANKNIFTY1-EQ,KOTAKMAMC-KOTAKBKETF,561.94,112388.0,16.19,1.88,14.12,,,1.05,,,0.64,,,,,,,,2.01,29422,Technology,large_cap,2025-09-28 10:50:13.039196
NSE:ITCHOTELS-EQ,ITC HOTELS LIMITED,224.72,112360.0,36.29,4.24,25.67,,,1.68,,,0.27,,,,,,,,0.81,2218633,Technology,large_cap,2025-09-28 09:24:53.649804
NSE:AMNPLST-EQ,AMINES & PLASTICIZERS LTD,224.39,112195.0,11.25,1.71,17.56,,,1.07,,,0.91,,,,,,,,2.13,2289,Technology,large_cap,2025-09-28 10:53:22.470141
NSE:SHAILY-EQ,SHAILY ENG PLASTICS LTD,2243.1,112155.0,12.74,1.53,14.34,,,1.07,,,0.68,,,,,,,,3.15,62212,Technology,large_cap,2025-09-28 08:30:22.966310
NSE:AWHCL-EQ,ANTONY WASTE HDG CELL LTD,560.35,112070.0,20.52,1.36,15.9,,,1.13,,,1.32,,,,,,,,2.55,57839,Technology,large_cap,2025-09-28 08:30:23.143446
NSE:AXISBNKETF-EQ,AXISAMC - AXISBNKETF,560.01,112002.0,16.12,2.28,13.12,,,1.18,,,0.71,,,,,,,,2.28,259,Technology,large_cap,2025-09-28 10:53:22.683162
NSE:GUJALKALI-EQ,GUJARAT ALKALIES & CHEM,559.6,111920.0,15.65,1.73,19.45,,,1.15,,,1.27,,,,,,,,3.27,49817,Technology,large_cap,2025-09-28 08:30:23.552281
NSE:EMAMILTD-EQ,EMAMI LIMITED,557.85,111570.0,11.49,1.97,15.34,,,1.29,,,1.12,,,,,,,,2.61,301703,Technology,large_cap,2025-09-28 08:29:52.167210
NSE:SETFNIFBK-EQ,SBI-ETF NIFTY BANK,557.51,111502.0,15.91,2.16,15.85,,,1.04,,,1.26,,,,,,,,2.65,42290,Technology,large_cap,2025-09-28 08:30:24.123372
NSE:PATELRMART-EQ,PATEL RETAIL LIMITED,222.65,111325.0,9.94,1.53,12.38,,,1.0,,,0.76,,,,,,,,3.5,554904,Technology,large_cap,2025-09-28 09:57:40.569954
NSE:COLPAL-EQ,COLGATE PALMOLIVE LTD.,2224.3,111215.0,16.69,2.6,18.31,,,1.34,,,0.92,,,,,,,,3.32,525358,Technology,large_cap,2025-09-28 08:23:37.682365
NSE:ANTELOPUS-EQ,ANTELOPUS SELAN ENRGY LTD,555.8,111160.0,11.8,1.49,13.26,,,1.16,,,1.12,,,,,,,,2.03,26922,Technology,large_cap,2025-09-28 10:50:13.193734
NSE:ASKAUTOLTD-EQ,ASK AUTOMOTIVE LIMITED,554.8,110960.0,20.15,1.93,11.21,,,1.25,,,0.4,,,,,,,,2.78,570732,Technology,large_cap,2025-09-28 09:56:47.974092
NSE:AVG-EQ,AVG LOGISTICS LIMITED,221.79,110895.0,10.22,1.66,17.16,,,1.21,,,1.25,,,,,,,,2.05,5244,Technology,large_cap,2025-09-28 10:50:15.487368
NSE:DALBHARAT-EQ,DALMIA BHARAT LIMITED,2215.4,110770.0,19.43,3.11,16.43,,,1.15,,,1.04,,,,,,,,3.11,397012,Technology,large_cap,2025-09-28 08:29:49.785143
NSE:GRAPHITE-EQ,GRAPHITE INDIA LTD,553.55,110710.0,36.85,5.44,15.36,,,1.31,,,0.16,,,,,,,,1.18,406732,Technology,large_cap,2025-09-28 08:29:49.311655
NSE:RUBYMILLS-EQ,THE RUBY MILLS LTD,221.37,110685.0,14.78,1.11,18.93,,,1.48,,,0.7,,,,,,,,2.38,15263,Technology,large_cap,2025-09-28 10:50:14.303910
NSE:BANKETF-EQ,MIRAEAMC - BANKETF,552.25,110450.0,10.41,2.14,12.25,,,1.4,,,1.14,,,,,,,,3.49,1323,Technology,large_cap,2025-09-28 10:53:22.590629
NSE:20MICRONS-EQ,20 MICRONS LTD,220.78,110390.0,16.43,1.07,19.03,,,1.46,,,0.61,,,,,,,,2.29,102455,Technology,large_cap,2025-09-28 08:30:21.711101
NSE:ADFFOODS-EQ,ADF FOODS LIMITED,220.58,110290.0,10.46,1.48,14.73,,,1.35,,,0.65,,,,,,,,2.16,48713,Technology,large_cap,2025-09-28 08:30:23.605551
NSE:HUDCO-EQ,HSG & URBAN DEV CORPN LTD,220.05,110025.0,12.55,1.9,15.5,,,1.34,,,0.86,,,,,,,,3.23,2317537,Technology,large_cap,2025-09-28 09:24:03.445719
NSE:VLSFINANCE-EQ,VLS FINANCE LTD,219.93,109965.0,20.93,1.17,17.68,,,1.3,,,1.23,,,,,,,,2.62,40193,Technology,large_cap,2025-09-28 08:30:24.242908
NSE:SBIETFQLTY-EQ,SBIAMC - SBIETFQLTY,219.84,109920.0,15.48,1.47,19.08,,,1.26,,,0.98,,,,,,,,3.24,4774,Technology,large_cap,2025-09-28 10:50:15.613765
NSE:KKCL-EQ,KEWAL KIRAN CLOTHING LTD,548.95,109790.00000000001,19.73,1.94,12.95,,,1.2,,,0.89,,,,,,,,3.42,36774,Technology,large_cap,2025-09-28 08:30:24.549010
NSE:MPSLTD-EQ,MPS LIMITED,2194.5,109725.0,19.39,3.1,16.39,,,1.17,,,1.04,,,,,,,,3.1,7467,Technology,large_cap,2025-09-28 10:50:15.177524
NSE:RACE-EQ,RACE ECO CHAIN LIMITED,219.33,109665.00000000001,16.5,2.19,18.01,,,1.18,,,0.82,,,,,,,,2.09,13534,Technology,large_cap,2025-09-28 10:50:14.505146
NSE:SAFARI-EQ,SAFARI IND (INDIA) LTD,2191.2,109559.99999999999,14.86,1.77,18.34,,,1.22,,,1.01,,,,,,,,2.76,13283,Technology,large_cap,2025-09-28 10:50:14.531216
NSE:ARROWGREEN-EQ,ARROW GREENTECH LIMITED,547.5,109500.0,12.75,2.1,12.63,,,1.21,,,0.92,,,,,,,,3.17,13565,Technology,large_cap,2025-09-28 10:50:14.500566
NSE:COROMANDEL-EQ,COROMANDEL INTERNTL. LTD,2186.7,109334.99999999999,19.48,1.3,14.32,,,1.25,,,1.15,,,,,,,,2.95,322266,Technology,large_cap,2025-09-28 08:29:51.821046
NSE:GALAXYSURF-EQ,GALAXY SURFACTANTS LTD,2184.1,109205.0,18.38,1.72,13.07,,,1.21,,,0.7,,,,,,,,3.39,10868,Technology,large_cap,2025-09-28 10:50:14.827571
NSE:SRM-EQ,SRM CONTRACTORS LIMITED,546.0,109200.0,10.36,2.39,18.39,,,1.34,,,1.03,,,,,,,,2.88,155684,Technology,large_cap,2025-09-28 08:29:56.540308
NSE:SHANTIGOLD-EQ,SHANTI GOLD INTERNATION L,218.33,109165.00000000001,14.74,1.21,12.33,,,1.37,,,0.62,,,,,,,,2.02,1846634,Technology,large_cap,2025-09-28 09:29:01.004694
NSE:MHLXMIRU-EQ,MAHALAXMI RUBTECH LIMITED,218.02,109010.0,12.53,1.36,15.53,,,1.24,,,1.19,,,,,,,,2.69,1921,Technology,large_cap,2025-09-28 10:53:22.498741
NSE:MAGADSUGAR-EQ,MAGADH SUGAR & ENERGY LTD,544.9,108980.0,15.41,1.38,14.48,,,1.46,,,0.98,,,,,,,,3.14,3051,Technology,large_cap,2025-09-28 10:50:15.920382
NSE:EMSLIMITED-EQ,EMS LIMITED,544.75,108950.0,32.67,5.34,17.18,,,1.45,,,0.21,,,,,,,,1.38,108051,Technology,large_cap,2025-09-28 08:30:21.550512
NSE:BAJAJELEC-EQ,BAJAJ ELECT.LTD,543.35,108670.0,17.35,1.33,14.7,,,1.17,,,1.0,,,,,,,,2.76,476231,Technology,large_cap,2025-09-28 08:29:46.591164
NSE:GREAVESCOT-EQ,GREAVES COTTON LTD.,216.58,108290.00000000001,11.22,1.23,17.78,,,1.01,,,0.71,,,,,,,,3.0,1485847,Technology,large_cap,2025-09-28 09:31:51.389027
NSE:UFLEX-EQ,UFLEX LIMITED,541.45,108290.00000000001,16.08,2.27,13.08,,,1.32,,,0.71,,,,,,,,2.27,11127,Technology,large_cap,2025-09-28 10:50:14.809132
NSE:MASTEK-EQ,MASTEK LTD,2165.2,108259.99999999999,20.37,2.44,19.56,,,1.33,,,0.95,,,,,,,,2.27,69191,Technology,large_cap,2025-09-28 08:30:22.661535
NSE:BORANA-EQ,BORANA WEAVES LIMITED,216.51,108255.0,10.4,1.53,12.72,,,1.12,,,0.88,,,,,,,,3.41,91206,Technology,large_cap,2025-09-28 08:30:22.019916
NSE:MID150BEES-EQ,NIP IND ETF MIDCAP 150,216.44,108220.0,11.91,2.19,17.46,,,1.27,,,1.0,,,,,,,,2.3,1081574,Technology,large_cap,2025-09-28 09:39:14.580696
NSE:SHOPERSTOP-EQ,SHOPPERS STOP LIMITED,540.45,108090.00000000001,12.32,2.44,18.18,,,1.38,,,0.59,,,,,,,,2.54,17327,Technology,large_cap,2025-09-28 10:50:14.076162
NSE:GRPLTD-EQ,GRP LIMITED,2160.7,108034.99999999999,16.45,1.15,18.84,,,1.37,,,1.06,,,,,,,,2.78,2916,Technology,large_cap,2025-09-28 10:53:22.396239
NSE:PRABHA-EQ,PRABHA ENERGY LIMITED,216.01,108005.0,18.48,1.56,16.28,,,1.03,,,0.68,,,,,,,,3.26,51916,Technology,large_cap,2025-09-28 08:30:23.473946
NSE:PRICOLLTD-EQ,PRICOL LIMITED,540.0,108000.0,12.96,2.24,16.39,,,1.41,,,1.05,,,,,,,,2.5,547050,Technology,large_cap,2025-09-28 09:58:00.375980
NSE:ATHERENERG-EQ,ATHER ENERGY LIMITED,539.9,107980.0,15.84,1.55,19.34,,,1.3,,,0.85,,,,,,,,2.52,2318093,Technology,large_cap,2025-09-28 09:23:58.268804
NSE:MAXIND-EQ,MAX INDIA LIMITED,215.59,107795.0,16.28,1.5,17.98,,,1.05,,,0.8,,,,,,,,3.14,359151,Technology,large_cap,2025-09-28 08:29:51.155536
NSE:CUPID-EQ,CUPID LIMITED,215.52,107760.0,10.33,1.58,20.41,,,1.11,,,1.08,,,,,,,,2.21,2152356,Technology,large_cap,2025-09-28 09:25:52.968130
NSE:SBCL-EQ,SHIVALIK BIMETAL CON. LTD,537.7,107540.00000000001,16.08,2.27,13.08,,,1.28,,,0.71,,,,,,,,2.27,59013,Technology,large_cap,2025-09-28 08:30:23.083615
NSE:JAGSNPHARM-EQ,JAGSONPAL PHARMACEUTICALS,214.95,107475.0,16.75,1.98,16.89,,,1.47,,,0.72,,,,,,,,2.2,399213,Technology,large_cap,2025-09-28 08:29:49.615595
NSE:LINCOLN-EQ,LINCOLN PHARMA LTD,537.3,107459.99999999999,13.56,2.36,13.75,,,1.45,,,0.85,,,,,,,,2.89,32921,Technology,large_cap,2025-09-28 10:50:12.726689
NSE:SUMMITSEC-EQ,SUMMIT SECURITIES LTD,2148.4,107420.0,23.9,3.67,20.19,,,1.53,,,0.35,,,,,,,,1.74,7081,Technology,large_cap,2025-09-28 10:50:15.217803
NSE:HAPPSTMNDS-EQ,HAPPIEST MINDS TECHNO LTD,536.4,107280.0,9.78,1.08,16.78,,,1.31,,,1.28,,,,,,,,2.11,343647,Technology,large_cap,2025-09-28 08:29:51.444510
NSE:MON100-EQ,MOTILAL OS NASDAQ100 ETF,214.53,107265.0,16.19,1.1,14.67,,,1.15,,,1.3,,,,,,,,2.83,769938,Technology,large_cap,2025-09-28 09:48:18.706238
NSE:SGIL-EQ,SYNERGY GREEN IND. LTD,535.95,107190.00000000001,11.23,1.97,15.64,,,1.18,,,0.84,,,,,,,,3.38,24424,Technology,large_cap,2025-09-28 10:50:13.429644
NSE:VERANDA-EQ,VERANDA LEARNING SOL LTD,214.29,107145.0,9.63,1.29,16.52,,,1.42,,,1.05,,,,,,,,3.18,766574,Technology,large_cap,2025-09-28 09:48:29.936876
NSE:SUMICHEM-EQ,SUMITOMO CHEM INDIA LTD,535.45,107090.00000000001,18.95,2.21,18.01,,,1.14,,,0.9,,,,,,,,2.38,241496,Technology,large_cap,2025-09-28 08:29:53.505176
NSE:ANGELONE-EQ,ANGEL ONE LIMITED,2136.4,106820.0,14.21,2.55,17.32,,,1.49,,,0.94,,,,,,,,2.59,647903,Technology,large_cap,2025-09-28 09:53:49.501593
NSE:RKFORGE-EQ,RAMKRISHNA FORGINGS LTD,532.75,106550.0,13.48,2.49,18.81,,,1.41,,,0.86,,,,,,,,3.27,436487,Technology,large_cap,2025-09-28 08:29:48.626532
NSE:BLAL-EQ,BEML LAND ASSETS LIMITED,212.85,106425.0,16.2,1.17,13.71,,,1.34,,,0.9,,,,,,,,3.22,31582,Technology,large_cap,2025-09-28 10:50:12.824079
NSE:MARINE-EQ,MARINE ELECTRICAL (I) LTD,212.44,106220.0,14.84,2.1,18.07,,,1.37,,,1.11,,,,,,,,2.16,534968,Technology,large_cap,2025-09-28 09:58:45.690788
NSE:MANORG-EQ,MANGALAM ORGANICS LIMITED,530.65,106130.0,21.01,1.47,11.86,,,1.13,,,1.27,,,,,,,,2.25,3004,Technology,large_cap,2025-09-28 10:53:22.371819
NSE:KRISHANA-EQ,KRISHANA PHOSCHEM LIMITED,530.45,106090.00000000001,18.22,1.81,13.25,,,1.35,,,1.2,,,,,,,,2.85,120294,Technology,large_cap,2025-09-28 08:30:21.060518
NSE:SHANTIGEAR-EQ,SHANTHI GEARS LTD,528.4,105680.0,11.92,1.26,15.4,,,1.18,,,0.76,,,,,,,,2.25,21928,Technology,large_cap,2025-09-28 10:50:13.697683
NSE:NIFMID150-EQ,UTIAMC - NIFMID150,211.23,105615.0,10.84,1.21,13.75,,,1.48,,,0.88,,,,,,,,2.01,2241,Technology,large_cap,2025-09-28 10:53:22.472922
NSE:MEDIASSIST-EQ,MEDI ASSIST HEALTH SER L,528.05,105609.99999999999,18.81,2.01,13.11,,,1.15,,,1.25,,,,,,,,2.58,172388,Technology,large_cap,2025-09-28 08:29:55.923627
NSE:HNDFDS-EQ,HINDUSTAN FOODS LIMITED,527.9,105580.0,14.96,1.53,12.81,,,1.34,,,0.62,,,,,,,,2.43,29217,Technology,large_cap,2025-09-28 10:50:13.065226
NSE:IKIO-EQ,IKIO TECHNOLOGIES LIMITED,210.93,105465.0,21.03,1.05,19.55,,,1.12,,,0.56,,,,,,,,2.0,79754,Technology,large_cap,2025-09-28 08:30:22.349744
NSE:TAINWALCHM-EQ,TAINWALA CHEMICAL AND PLA,210.63,105315.0,10.07,1.71,14.91,,,1.04,,,0.64,,,,,,,,2.07,5414,Technology,large_cap,2025-09-28 10:50:15.457073
NSE:CAMLINFINE-EQ,CAMLIN FINE SCIENCES LTD,210.62,105310.0,20.67,1.66,19.13,,,1.3,,,1.3,,,,,,,,3.49,303915,Technology,large_cap,2025-09-28 08:29:52.139317
NSE:MEGASTAR-EQ,MEGASTAR FOODS LIMITED,210.51,105255.0,10.91,2.38,11.97,,,1.05,,,1.29,,,,,,,,3.16,5686,Technology,large_cap,2025-09-28 10:50:15.424532
NSE:HNGSNGBEES-EQ,NIP IND ETF HANGSENG BEES,526.19,105238.00000000001,20.9,2.3,16.63,,,1.29,,,1.21,,,,,,,,2.54,276034,Technology,large_cap,2025-09-28 08:29:52.703856
NSE:TIMETECHNO-EQ,TIME TECHNOPLAST LTD.,210.4,105200.0,11.97,2.01,19.56,,,1.1,,,1.03,,,,,,,,3.12,1878622,Technology,large_cap,2025-09-28 09:28:21.589809
NSE:STEELCAS-EQ,STEELCAST LIMITED,210.37,105185.0,19.97,1.63,15.95,,,1.08,,,0.9,,,,,,,,2.11,115763,Technology,large_cap,2025-09-28 08:30:21.348670
NSE:CONCOR-EQ,CONTAINER CORP OF IND LTD,524.8,104959.99999999999,17.98,1.66,16.12,,,1.41,,,0.76,,,,,,,,2.69,2785713,Technology,large_cap,2025-09-28 09:21:03.818462
NSE:KANPRPLA-EQ,KANPUR PLASTIPACK LIMITED,209.72,104860.0,9.96,1.37,12.22,,,1.46,,,0.96,,,,,,,,2.37,8054,Technology,large_cap,2025-09-28 10:50:15.107382
NSE:SUNTV-EQ,SUN TV NETWORK LIMITED,523.75,104750.0,12.87,2.49,19.15,,,1.08,,,1.22,,,,,,,,2.57,252042,Technology,large_cap,2025-09-28 08:29:53.262100
NSE:DICIND-EQ,DIC INDIA LIMITED,523.45,104690.00000000001,10.53,1.7,16.96,,,1.44,,,0.62,,,,,,,,2.25,1554,Technology,large_cap,2025-09-28 10:53:22.542595
NSE:IPL-EQ,INDIA PESTICIDES LIMITED,209.26,104630.0,21.11,1.72,13.42,,,1.06,,,0.61,,,,,,,,2.87,405017,Technology,large_cap,2025-09-28 08:29:49.515234
NSE:SUVEN-EQ,SUVEN LIFE SCIENCES LTD,209.05,104525.0,19.46,1.54,15.54,,,1.02,,,0.66,,,,,,,,2.89,217766,Technology,large_cap,2025-09-28 08:29:54.294676
NSE:FMGOETZE-EQ,FEDERAL-MOGUL GOETZE (IND,521.55,104309.99999999999,16.16,2.1,18.4,,,1.23,,,1.08,,,,,,,,2.6,47279,Technology,large_cap,2025-09-28 08:30:23.671226
NSE:BERGEPAINT-EQ,BERGER PAINTS (I) LTD,521.45,104290.00000000001,21.28,2.21,16.27,,,1.33,,,0.64,,,,,,,,3.19,870566,Technology,large_cap,2025-09-28 09:44:55.766509
NSE:LXCHEM-EQ,LAXMI ORGANIC INDUS LTD,208.48,104240.0,15.1,1.4,18.44,,,1.1,,,0.77,,,,,,,,2.26,846846,Technology,large_cap,2025-09-28 09:45:59.146259
NSE:FINPIPE-EQ,FINOLEX INDUSTRIES LTD,208.23,104115.0,18.24,2.18,12.84,,,1.19,,,1.21,,,,,,,,3.25,842102,Technology,large_cap,2025-09-28 09:46:04.578158
NSE:ROHLTD-EQ,ROYAL ORCHID HOTELS LTD,520.3,104059.99999999999,17.63,2.24,16.87,,,1.19,,,0.56,,,,,,,,2.61,79036,Technology,large_cap,2025-09-28 08:30:22.355003
NSE:JSWENERGY-EQ,JSW ENERGY LIMITED,520.1,104020.0,19.93,2.67,14.76,,,1.05,,,0.82,,,,,,,,2.32,1451737,Technology,large_cap,2025-09-28 09:32:35.123985
NSE:CHAMBLFERT-EQ,CHAMBAL FERTILIZERS LTD,519.7,103940.00000000001,17.33,2.2,17.38,,,1.2,,,1.2,,,,,,,,2.39,723957,Technology,large_cap,2025-09-28 09:50:36.904242
NSE:NAHARSPING-EQ,NAHAR SPINNING MILLS LTD.,207.84,103920.0,18.6,1.4,15.26,,,1.26,,,1.24,,,,,,,,2.41,23446,Technology,large_cap,2025-09-28 10:50:13.547246
NSE:CUB-EQ,CITY UNION BANK LTD,207.65,103825.0,11.24,1.85,19.46,,,1.47,,,0.99,,,,,,,,3.04,1501441,Technology,large_cap,2025-09-28 09:31:46.105359
NSE:ARVINDFASN-EQ,ARVIND FASHIONS LIMITED,518.75,103750.0,17.5,2.14,11.88,,,1.2,,,1.29,,,,,,,,3.31,200783,Technology,large_cap,2025-09-28 08:29:54.771932
NSE:MATRIMONY-EQ,MATRIMONY.COM LIMITED,518.75,103750.0,19.59,1.33,19.47,,,1.08,,,0.9,,,,,,,,2.36,13607,Technology,large_cap,2025-09-28 10:50:14.484514
NSE:EPL-EQ,EPL LIMITED,207.05,103525.0,20.47,1.34,14.43,,,1.11,,,1.31,,,,,,,,3.16,343762,Technology,large_cap,2025-09-28 08:29:51.427845
NSE:INOXGREEN-EQ,INOX GREEN ENERGY SER LTD,206.62,103310.0,12.62,1.29,14.04,,,1.36,,,0.63,,,,,,,,2.28,2756281,Technology,large_cap,2025-09-28 09:21:20.920441
NSE:LFIC-EQ,LAKSHMI FIN IND CORP LTD,206.55,103275.0,14.15,1.61,12.08,,,1.08,,,1.09,,,,,,,,3.41,3462,Technology,large_cap,2025-09-28 10:50:15.820457
NSE:GLOBALVECT-EQ,GLOBAL VEC HELICORP LTD,206.51,103255.0,15.41,2.1,12.41,,,1.5,,,0.64,,,,,,,,2.1,20868,Technology,large_cap,2025-09-28 10:50:13.769533
NSE:GRANULES-EQ,GRANULES INDIA LIMITED,515.9,103180.0,19.01,1.94,14.52,,,1.09,,,0.94,,,,,,,,3.31,1338310,Technology,large_cap,2025-09-28 09:34:05.811357
NSE:JINDALSAW-EQ,JINDAL SAW LIMITED,206.32,103160.0,18.79,1.6,12.88,,,1.28,,,0.57,,,,,,,,3.38,1962280,Technology,large_cap,2025-09-28 09:27:09.372625
NSE:TRITURBINE-EQ,TRIVENI TURBINE LIMITED,515.5,103100.0,25.57,5.51,17.54,,,1.26,,,0.35,,,,,,,,1.69,390016,Technology,large_cap,2025-09-28 08:29:50.184524
NSE:ABDL-EQ,ALLIED BLEND N DISTILS L,515.4,103080.0,15.43,2.27,12.01,,,1.5,,,1.29,,,,,,,,3.19,255596,Technology,large_cap,2025-09-28 08:29:53.098957
NSE:PGEL-EQ,PG ELECTROPLAST LTD,514.65,102930.0,13.77,1.58,19.09,,,1.29,,,1.11,,,,,,,,2.16,3988739,Technology,large_cap,2025-09-28 09:16:55.329820
NSE:KARURVYSYA-EQ,KARUR VYSYA BANK LTD,205.64,102819.99999999999,16.82,2.26,16.76,,,1.23,,,0.86,,,,,,,,3.46,1297799,Technology,large_cap,2025-09-28 09:34:51.020189
NSE:EUROBOND-EQ,EURO PANEL PRODUCTS LTD,205.36,102680.00000000001,15.81,1.05,14.35,,,1.2,,,1.31,,,,,,,,2.65,22297,Technology,large_cap,2025-09-28 10:50:13.651256
NSE:AFSL-EQ,ABANS FINANCIAL SRVCS LTD,205.27,102635.0,15.41,2.1,12.41,,,1.25,,,0.64,,,,,,,,2.1,24755,Technology,large_cap,2025-09-28 10:50:13.384297
NSE:LOWVOL-EQ,MIRAEAMC - MANV30F,204.84,102420.0,13.78,1.37,13.76,,,1.36,,,1.32,,,,,,,,2.01,2699,Technology,large_cap,2025-09-28 10:53:22.425313
NSE:AADHARHFC-EQ,AADHAR HOUSING FINANCE L,511.85,102370.0,14.27,2.34,19.07,,,1.38,,,0.75,,,,,,,,2.31,733019,Technology,large_cap,2025-09-28 09:50:04.191486
NSE:SKIPPER-EQ,SKIPPER LIMITED,511.35,102270.0,17.79,1.66,18.71,,,1.34,,,0.94,,,,,,,,3.41,521222,Technology,large_cap,2025-09-28 08:23:37.727722
NSE:BSE-EQ,BSE LIMITED,2043.2,102160.0,13.73,1.18,19.49,,,1.27,,,1.24,,,,,,,,2.3,4532697,Technology,large_cap,2025-09-28 09:15:46.794871
NSE:HEIDELBERG-EQ,HEIDELBERGCEMENT (I) LTD,204.25,102125.0,19.06,2.39,14.13,,,1.21,,,0.97,,,,,,,,2.71,87005,Technology,large_cap,2025-09-28 08:30:22.173273
NSE:FIVESTAR-EQ,FIVE-STAR BUS FIN LTD,510.25,102050.0,20.02,2.38,19.87,,,1.25,,,0.64,,,,,,,,2.11,1210327,Technology,large_cap,2025-09-28 09:36:43.494039
NSE:BALMLAWRIE-EQ,BALMER LAWRIE & CO LTD,203.8,101900.0,11.5,1.07,12.54,,,1.41,,,0.89,,,,,,,,2.24,259801,Technology,large_cap,2025-09-28 08:29:53.003846
NSE:MAYURUNIQ-EQ,MAYUR UNIQUOTERS LTD,509.5,101900.0,17.02,1.16,14.63,,,1.24,,,1.23,,,,,,,,2.59,29836,Technology,large_cap,2025-09-28 10:50:13.021986
NSE:CEWATER-EQ,CONCORD ENVIRO SYSTEMS L,509.35,101870.0,10.44,1.42,13.28,,,1.28,,,1.03,,,,,,,,3.19,19950,Technology,large_cap,2025-09-28 10:50:13.856210
NSE:VESUVIUS-EQ,VESUVIUS INDIA LTD,509.3,101860.0,16.28,2.21,12.08,,,1.09,,,1.16,,,,,,,,2.35,95559,Technology,large_cap,2025-09-28 08:30:21.897597
NSE:CAPLIPOINT-EQ,CAPLIN POINT LAB LTD.,2036.9,101845.0,12.59,1.1,18.25,,,1.05,,,1.1,,,,,,,,2.99,285785,Technology,large_cap,2025-09-28 08:29:52.438617
NSE:DBL-EQ,DILIP BUILDCON LIMITED,508.95,101790.0,12.83,1.12,12.13,,,1.08,,,0.83,,,,,,,,3.09,380239,Technology,large_cap,2025-09-28 08:29:50.401143
NSE:INFOBEAN-EQ,INFOBEANS TECHNO. LTD.,508.65,101730.0,16.18,1.98,16.06,,,1.28,,,0.95,,,,,,,,2.81,53387,Technology,large_cap,2025-09-28 08:30:23.400148
NSE:ELIN-EQ,ELIN ELECTRONICS LIMITED,202.91,101455.0,16.02,2.34,17.75,,,1.07,,,0.66,,,,,,,,2.36,169956,Technology,large_cap,2025-09-28 08:29:56.058715
NSE:HGS-EQ,HINDUJA GLOBAL SOLS. LTD.,507.0,101400.0,11.39,2.1,17.34,,,1.22,,,1.2,,,,,,,,3.0,13028,Technology,large_cap,2025-09-28 10:50:14.560284
NSE:GENESYS-EQ,GENESYS INTL CORPN LTD,506.85,101370.0,16.01,2.25,13.01,,,1.45,,,0.7,,,,,,,,2.25,218096,Technology,large_cap,2025-09-28 08:29:54.283256
NSE:HEG-EQ,HEG LTD,506.75,101350.0,15.86,2.03,16.57,,,1.06,,,1.01,,,,,,,,2.27,513348,Technology,large_cap,2025-09-28 08:23:37.780949
NSE:BAJEL-EQ,BAJEL PROJECTS LIMITED,202.54,101270.0,11.99,1.41,15.5,,,1.17,,,0.6,,,,,,,,2.47,232828,Technology,large_cap,2025-09-28 08:29:53.845607
NSE:NCC-EQ,NCC LIMITED,202.51,101255.0,21.1,1.22,14.98,,,1.16,,,0.59,,,,,,,,2.92,1377271,Technology,large_cap,2025-09-28 09:33:43.426381
NSE:NITIRAJ-EQ,NITIRAJ ENGINEERS LTD,202.43,101215.0,34.05,3.88,20.86,,,1.5,,,0.39,,,,,,,,1.91,2128,Technology,large_cap,2025-09-28 10:53:22.489479
NSE:IGL-EQ,INDRAPRASTHA GAS LTD,202.26,101130.0,10.17,1.7,12.69,,,1.42,,,1.07,,,,,,,,2.93,1938840,Technology,large_cap,2025-09-28 09:27:25.553762
NSE:STALLION-EQ,STALLION IND FLUOROCHEM L,202.05,101025.0,17.67,1.37,14.13,,,1.32,,,0.78,,,,,,,,2.5,1328809,Technology,large_cap,2025-09-28 09:34:11.857796
NSE:SAMHI-EQ,SAMHI HOTELS LIMITED,202.05,101025.0,16.36,1.56,12.04,,,1.24,,,1.24,,,,,,,,2.61,741896,Technology,large_cap,2025-09-28 09:49:21.023358
NSE:THANGAMAYL-EQ,THANGAMAYIL JEWELLERY LTD,2016.3,100815.0,18.72,1.5,19.37,,,1.11,,,0.77,,,,,,,,3.19,16026,Technology,large_cap,2025-09-28 10:50:14.230049
